Value of Construction Put in Place - Seasonally Adjusted Annual Rate,,,,,,,,Value of Construction Put in Place - Seasonally Adjusted Annual Rate,,,,,,,Value of Construction Put in Place - Seasonally Adjusted Annual Rate,,,,,,,Value of Construction Put in Place - Seasonally Adjusted Annual Rate,,,,,,,,Value of Construction Put in Place - Seasonally Adjusted Annual Rate,,,,,,,,Value of Construction Put in Place - Seasonally Adjusted Annual Rate,,,,,,,,Value of Construction Put in Place - Seasonally Adjusted Annual Rate,,,,,,,,
(Millions of dollars. Details may not add to totals due to rounding.),,,,,,,,(Millions of dollars. Details may not add to totals due to rounding.),,,,,,,(Millions of dollars. Details may not add to totals due to rounding.),,,,,,,(Millions of dollars. Details may not add to totals due to rounding.),,,,,,,,(Millions of dollars. Details may not add to totals due to rounding.),,,,,,,,(Millions of dollars. Details may not add to totals due to rounding.),,,,,,,,(Millions of dollars. Details may not add to totals due to rounding.),,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,"Total
Construction1","Total
Residential","Total
Nonresidential","Total
Lodging","Total
Office","Total
Commercial","Total
Health care",Date,"Total
Educational","Total
Religious","Total
Public safety","Total
Amusement and recreation","Total
Transportation","Total
Communication",Date,"Total
Power","Total
Highway and street","Total
Sewage and waste disposal","Total
Water supply","Total
Conservation and development","Total
Manufacturing",Date,"Total
Private Construction2","Private
Residential","Private
Nonresidential","Private
Lodging","Private
Office","Private
Commercial","Private
Health care",Date,"Private
Educational","Private
Religious","Private
Amusement and recreation","Private
Transportation","Private
Communication","Private
Power","Private
Manufacturing",Date,"Total
Public Construction3","Public
Residential","Public
Nonresidential","Public
Office","Public
Commercial","Public
Health care","Public
Education",Date,"Public
Public safety","Public
Amusement and recreation","Public
Transportation","Public
Power","Public
Highway and street","Public
Sewage and waste disposal","Public
Water supply","Public
Conservation and development"
Dec-99,"789,431",,,,,,,Dec-99,,,,,,,Dec-99,,,,,,,Dec-99,"604,386","346,989","257,380","15,706","43,709","63,609","18,327",Dec-99,"10,319","7,382","9,572","7,111","20,393","24,961","34,293",Dec-99,"185,045",,,,,,,Dec-99,,,,,,,,
Nov-99,"781,199",,,,,,,Nov-99,,,,,,,Nov-99,,,,,,,Nov-99,"603,727","348,035","255,740","15,918","43,862","63,866","18,949",Nov-99,"10,279","7,291","9,416","6,853","20,911","24,113","32,703",Nov-99,"177,472",,,,,,,Nov-99,,,,,,,,
Oct-99,"759,906",,,,,,,Oct-99,,,,,,,Oct-99,,,,,,,Oct-99,"589,243","342,423","246,803","15,023","45,046","59,911","18,820",Oct-99,"10,022","7,350","8,859","6,734","20,598","20,372","32,512",Oct-99,"170,663",,,,,,,Oct-99,,,,,,,,
Sep-99,"751,402",,,,,,,Sep-99,,,,,,,Sep-99,,,,,,,Sep-99,"582,514","334,947","247,860","15,202","46,525","59,895","18,947",Sep-99,"9,655","7,215","9,460","6,514","19,733","19,100","34,161",Sep-99,"168,889",,,,,,,Sep-99,,,,,,,,
Aug-99,"741,524",,,,,,,Aug-99,,,,,,,Aug-99,,,,,,,Aug-99,"572,783","326,779","246,083","15,328","45,742","58,803","18,684",Aug-99,"9,736","7,310","9,011","6,365","19,831","19,090","34,586",Aug-99,"168,741",,,,,,,Aug-99,,,,,,,,
Jul-99,"745,815",,,,,,,Jul-99,,,,,,,Jul-99,,,,,,,Jul-99,"575,881","320,854","255,008","16,156","44,636","59,416","18,275",Jul-99,"10,209","7,291","9,361","6,359","19,467","27,107","35,027",Jul-99,"169,934",,,,,,,Jul-99,,,,,,,,
Jun-99,"739,167",,,,,,,Jun-99,,,,,,,Jun-99,,,,,,,Jun-99,"572,336","322,905","249,433","15,548","46,003","59,209","17,934",Jun-99,"10,036","7,351","9,393","6,232","16,856","24,382","34,980",Jun-99,"166,830",,,,,,,Jun-99,,,,,,,,
May-99,"727,358",,,,,,,May-99,,,,,,,May-99,,,,,,,May-99,"562,669","320,326","242,211","16,243","44,733","60,447","18,190",May-99,"9,389","7,426","9,726","6,234","16,647","16,479","34,976",May-99,"164,689",,,,,,,May-99,,,,,,,,
Apr-99,"728,788",,,,,,,Apr-99,,,,,,,Apr-99,,,,,,,Apr-99,"561,107","316,111","244,859","16,592","44,694","59,435","17,998",Apr-99,"10,223","7,555","10,532","6,304","17,676","16,486","35,523",Apr-99,"167,681",,,,,,,Apr-99,,,,,,,,
Mar-99,"737,226",,,,,,,Mar-99,,,,,,,Mar-99,,,,,,,Mar-99,"570,031","316,822","253,110","17,180","45,183","58,118","18,428",Mar-99,"9,462","7,377","10,413","6,495","16,752","24,042","37,992",Mar-99,"167,195",,,,,,,Mar-99,,,,,,,,
Feb-99,"726,308",,,,,,,Feb-99,,,,,,,Feb-99,,,,,,,Feb-99,"559,236","307,914","251,260","16,914","46,061","55,470","18,320",Feb-99,"9,065","7,515","9,902","6,717","14,700","27,677","37,575",Feb-99,"167,072",,,,,,,Feb-99,,,,,,,,
Jan-99,"708,818",,,,,,,Jan-99,,,,,,,Jan-99,,,,,,,Jan-99,"548,864","305,968","242,862","15,653","44,242","54,852","17,873",Jan-99,"8,789","7,536","9,439","7,076","13,766","23,408","38,716",Jan-99,"159,954",,,,,,,Jan-99,,,,,,,,
Dec-98,"706,989",,,,,,,Dec-98,,,,,,,Dec-98,,,,,,,Dec-98,"546,196","302,650","243,689","16,163","44,838","57,339","18,223",Dec-98,"10,032","7,550","9,703","6,597","11,507","20,030","40,300",Dec-98,"160,793",,,,,,,Dec-98,,,,,,,,
Nov-98,"707,845",,,,,,,Nov-98,,,,,,,Nov-98,,,,,,,Nov-98,"550,932","307,899","243,153","16,195","44,164","58,004","17,765",Nov-98,"9,726","7,286","9,359","6,539","12,010","20,432","40,042",Nov-98,"156,912",,,,,,,Nov-98,,,,,,,,
Oct-98,"707,943",,,,,,,Oct-98,,,,,,,Oct-98,,,,,,,Oct-98,"549,735","308,127","241,654","17,234","42,583","56,624","17,555",Oct-98,"9,274","6,986","9,167","6,759","12,928","20,340","40,623",Oct-98,"158,208",,,,,,,Oct-98,,,,,,,,
Sep-98,"707,561",,,,,,,Sep-98,,,,,,,Sep-98,,,,,,,Sep-98,"547,827","305,345","242,566","16,907","40,125","55,522","17,778",Sep-98,"9,963","6,933","8,583","7,568","12,357","24,493","40,743",Sep-98,"159,734",,,,,,,Sep-98,,,,,,,,
Aug-98,"698,156",,,,,,,Aug-98,,,,,,,Aug-98,,,,,,,Aug-98,"542,472","299,495","243,170","16,316","39,134","55,859","17,818",Aug-98,"9,138","6,604","9,146","7,644","12,383","25,740","41,540",Aug-98,"155,684",,,,,,,Aug-98,,,,,,,,
Jul-98,"696,540",,,,,,,Jul-98,,,,,,,Jul-98,,,,,,,Jul-98,"536,373","296,717","239,636","15,421","39,950","56,813","18,089",Jul-98,"9,014","6,250","8,796","7,553","12,167","25,573","38,311",Jul-98,"160,167",,,,,,,Jul-98,,,,,,,,
Jun-98,"703,177",,,,,,,Jun-98,,,,,,,Jun-98,,,,,,,Jun-98,"545,021","296,632","248,234","15,852","42,775","57,842","18,092",Jun-98,"9,710","6,211","8,552","7,473","12,522","26,797","40,067",Jun-98,"158,157",,,,,,,Jun-98,,,,,,,,
May-98,"674,325",,,,,,,May-98,,,,,,,May-98,,,,,,,May-98,"527,735","292,879","234,582","13,190","38,972","54,686","18,020",May-98,"10,534","5,723","7,991","7,429","13,085","22,098","40,807",May-98,"146,590",,,,,,,May-98,,,,,,,,
Apr-98,"674,351",,,,,,,Apr-98,,,,,,,Apr-98,,,,,,,Apr-98,"523,887","288,409","235,598","13,892","39,202","55,127","18,048",Apr-98,"10,582","6,170","9,111","7,701","12,284","20,187","41,412",Apr-98,"150,464",,,,,,,Apr-98,,,,,,,,
Mar-98,"666,906",,,,,,,Mar-98,,,,,,,Mar-98,,,,,,,Mar-98,"519,814","291,505","228,207","12,775","37,432","54,485","17,494",Mar-98,"10,480","6,325","7,432","7,619","13,400","15,765","43,006",Mar-98,"147,093",,,,,,,Mar-98,,,,,,,,
Feb-98,"648,121",,,,,,,Feb-98,,,,,,,Feb-98,,,,,,,Feb-98,"500,693","279,249","221,382","11,872","37,298","52,418","16,943",Feb-98,"10,210","6,751","7,459","7,616","13,025","16,101","39,842",Feb-98,"147,429",,,,,,,Feb-98,,,,,,,,
Jan-98,"645,686",,,,,,,Jan-98,,,,,,,Jan-98,,,,,,,Jan-98,"496,187","276,485","219,748","11,993","37,910","52,412","17,116",Jan-98,"9,776","6,489","7,629","7,692","12,006","15,304","39,333",Jan-98,"149,499",,,,,,,Jan-98,,,,,,,,
Dec-97,"642,021",,,,,,,Dec-97,,,,,,,Dec-97,,,,,,,Dec-97,"487,580","269,192","218,388","12,739","36,364","51,283","17,020",Dec-97,"9,225","6,631","8,435","7,312","11,865","16,676","39,180",Dec-97,"154,442",,,,,,,Dec-97,,,,,,,,
Nov-97,"643,710",,,,,,,Nov-97,,,,,,,Nov-97,,,,,,,Nov-97,"490,912","272,786","218,126","12,604","35,605","52,395","17,841",Nov-97,"9,391","6,417","8,324","7,328","12,492","16,501","37,407",Nov-97,"152,798",,,,,,,Nov-97,,,,,,,,
Oct-97,"653,196",,,,,,,Oct-97,,,,,,,Oct-97,,,,,,,Oct-97,"496,090","272,980","223,110","13,386","36,065","52,974","17,950",Oct-97,"9,591","6,336","8,570","6,627","12,576","18,597","38,519",Oct-97,"157,106",,,,,,,Oct-97,,,,,,,,
Sep-97,"646,526",,,,,,,Sep-97,,,,,,,Sep-97,,,,,,,Sep-97,"493,470","270,511","222,959","13,034","35,154","53,432","18,246",Sep-97,"9,645","6,272","8,777","6,652","13,176","18,068","38,597",Sep-97,"153,056",,,,,,,Sep-97,,,,,,,,
Aug-97,"639,593",,,,,,,Aug-97,,,,,,,Aug-97,,,,,,,Aug-97,"483,946","263,951","219,995","13,448","34,328","54,609","17,820",Aug-97,"9,242","5,402","8,873","6,353","12,457","17,406","38,172",Aug-97,"155,647",,,,,,,Aug-97,,,,,,,,
Jul-97,"637,410",,,,,,,Jul-97,,,,,,,Jul-97,,,,,,,Jul-97,"480,433","261,593","218,840","13,951","33,271","54,479","17,021",Jul-97,"9,258","5,444","8,641","6,323","13,395","16,286","38,968",Jul-97,"156,978",,,,,,,Jul-97,,,,,,,,
Jun-97,"626,396",,,,,,,Jun-97,,,,,,,Jun-97,,,,,,,Jun-97,"471,896","262,299","209,596","13,950","31,269","53,017","17,248",Jun-97,"8,714","5,234","8,433","5,750","12,629","15,119","36,393",Jun-97,"154,500",,,,,,,Jun-97,,,,,,,,
May-97,"624,743",,,,,,,May-97,,,,,,,May-97,,,,,,,May-97,"471,680","264,581","207,099","13,811","28,443","52,949","16,873",May-97,"8,498","5,948","8,758","5,808","12,254","15,834","36,177",May-97,"153,063",,,,,,,May-97,,,,,,,,
Apr-97,"616,175",,,,,,,Apr-97,,,,,,,Apr-97,,,,,,,Apr-97,"463,526","257,490","206,035","12,614","29,599","52,543","17,276",Apr-97,"8,587","5,643","8,787","5,684","12,612","14,793","36,084",Apr-97,"152,649",,,,,,,Apr-97,,,,,,,,
Mar-97,"620,467",,,,,,,Mar-97,,,,,,,Mar-97,,,,,,,Mar-97,"467,193","264,566","202,627","12,306","30,473","52,879","17,499",Mar-97,"7,470","5,699","8,785","5,168","11,620","14,127","34,865",Mar-97,"153,274",,,,,,,Mar-97,,,,,,,,
Feb-97,"615,415",,,,,,,Feb-97,,,,,,,Feb-97,,,,,,,Feb-97,"465,148","258,595","206,553","11,671","32,297","53,935","16,908",Feb-97,"7,746","5,267","7,950","4,742","12,032","14,159","38,273",Feb-97,"150,267",,,,,,,Feb-97,,,,,,,,
Jan-97,"608,608",,,,,,,Jan-97,,,,,,,Jan-97,,,,,,,Jan-97,"463,895","255,365","208,531","11,263","30,713","53,779","16,988",Jan-97,"7,604","5,024","7,923","5,618","12,059","17,298","38,762",Jan-97,"144,713",,,,,,,Jan-97,,,,,,,,
Dec-96,"606,078",,,,,,,Dec-96,,,,,,,Dec-96,,,,,,,Dec-96,"461,233","253,234","208,000","12,599","29,569","51,604","16,774",Dec-96,"7,852","5,284","7,513","6,417","13,911","15,985","38,840",Dec-96,"144,846",,,,,,,Dec-96,,,,,,,,
Nov-96,"620,812",,,,,,,Nov-96,,,,,,,Nov-96,,,,,,,Nov-96,"469,598","259,668","209,930","12,030","29,873","51,718","16,696",Nov-96,"7,925","5,041","7,674","6,910","12,637","16,851","40,927",Nov-96,"151,214",,,,,,,Nov-96,,,,,,,,
Oct-96,"621,761",,,,,,,Oct-96,,,,,,,Oct-96,,,,,,,Oct-96,"470,927","261,444","209,483","11,995","29,458","52,464","16,360",Oct-96,"7,805","4,707","7,278","6,200","11,952","16,687","42,797",Oct-96,"150,834",,,,,,,Oct-96,,,,,,,,
Sep-96,"615,466",,,,,,,Sep-96,,,,,,,Sep-96,,,,,,,Sep-96,"465,833","265,677","200,156","11,929","28,478","51,368","16,098",Sep-96,"7,572","4,677","6,731","5,550","11,444","16,533","38,181",Sep-96,"149,634",,,,,,,Sep-96,,,,,,,,
Aug-96,"603,959",,,,,,,Aug-96,,,,,,,Aug-96,,,,,,,Aug-96,"459,865","263,618","196,246","12,022","26,819","51,737","15,827",Aug-96,"7,426","4,449","6,998","5,151","11,919","16,405","35,494",Aug-96,"144,095",,,,,,,Aug-96,,,,,,,,
Jul-96,"599,899",,,,,,,Jul-96,,,,,,,Jul-96,,,,,,,Jul-96,"452,584","263,549","189,035","10,400","26,330","47,668","15,472",Jul-96,"7,185","4,217","7,206","5,568","10,764","16,814","36,034",Jul-96,"147,315",,,,,,,Jul-96,,,,,,,,
Jun-96,"602,150",,,,,,,Jun-96,,,,,,,Jun-96,,,,,,,Jun-96,"458,019","263,085","194,933","10,728","28,174","48,411","15,807",Jun-96,"6,980","4,534","6,893","5,872","11,064","17,531","37,396",Jun-96,"144,131",,,,,,,Jun-96,,,,,,,,
May-96,"600,186",,,,,,,May-96,,,,,,,May-96,,,,,,,May-96,"447,219","259,296","187,923","9,878","25,461","48,000","15,180",May-96,"6,181","4,241","6,457","5,807","11,527","17,376","36,485",May-96,"152,967",,,,,,,May-96,,,,,,,,
Apr-96,"590,464",,,,,,,Apr-96,,,,,,,Apr-96,,,,,,,Apr-96,"442,341","252,836","189,505","11,068","25,038","47,573","14,141",Apr-96,"5,933","4,251","7,177","5,783","11,493","18,723","37,085",Apr-96,"148,123",,,,,,,Apr-96,,,,,,,,
Mar-96,"574,538",,,,,,,Mar-96,,,,,,,Mar-96,,,,,,,Mar-96,"434,372","249,952","184,419","9,761","23,367","46,693","13,457",Mar-96,"6,273","4,090","6,847","5,480","10,833","19,233","36,821",Mar-96,"140,166",,,,,,,Mar-96,,,,,,,,
Feb-96,"568,052",,,,,,,Feb-96,,,,,,,Feb-96,,,,,,,Feb-96,"429,337","243,695","185,642","9,696","23,067","47,146","13,991",Feb-96,"6,154","4,464","6,799","5,146","11,718","18,960","37,011",Feb-96,"138,716",,,,,,,Feb-96,,,,,,,,
Jan-96,"575,138",,,,,,,Jan-96,,,,,,,Jan-96,,,,,,,Jan-96,"428,026","240,958","187,068","8,862","21,950","46,675","15,190",Jan-96,"5,798","4,414","6,385","5,267","11,641","19,322","39,939",Jan-96,"147,112",,,,,,,Jan-96,,,,,,,,
Dec-95,"557,953",,,,,,,Dec-95,,,,,,,Dec-95,,,,,,,Dec-95,"417,717","235,572","182,144","9,539","22,439","45,861","15,525",Dec-95,"5,235","4,033","6,552","5,052","10,145","20,164","35,511",Dec-95,"140,236",,,,,,,Dec-95,,,,,,,,
Nov-95,"557,445",,,,,,,Nov-95,,,,,,,Nov-95,,,,,,,Nov-95,"413,628","231,913","181,715","9,199","21,929","45,083","15,221",Nov-95,"5,872","4,388","6,651","4,783","10,816","20,550","35,508",Nov-95,"143,817",,,,,,,Nov-95,,,,,,,,
Oct-95,"555,132",,,,,,,Oct-95,,,,,,,Oct-95,,,,,,,Oct-95,"411,476","227,589","183,887","7,690","22,649","45,426","15,856",Oct-95,"5,585","4,680","7,187","4,790","10,992","21,241","35,857",Oct-95,"143,657",,,,,,,Oct-95,,,,,,,,
Sep-95,"554,011",,,,,,,Sep-95,,,,,,,Sep-95,,,,,,,Sep-95,"411,442","228,688","182,754","7,304","22,329","45,269","15,683",Sep-95,"6,003","4,581","6,182","4,805","11,204","21,558","35,838",Sep-95,"142,569",,,,,,,Sep-95,,,,,,,,
Aug-95,"550,996",,,,,,,Aug-95,,,,,,,Aug-95,,,,,,,Aug-95,"406,993","226,045","180,948","7,087","23,994","43,118","14,885",Aug-95,"6,384","4,485","5,870","4,510","11,171","22,083","35,191",Aug-95,"144,003",,,,,,,Aug-95,,,,,,,,
Jul-95,"547,342",,,,,,,Jul-95,,,,,,,Jul-95,,,,,,,Jul-95,"409,867","224,113","185,753","6,846","24,088","44,061","15,527",Jul-95,"6,184","4,594","5,476","5,043","12,468","22,348","36,957",Jul-95,"137,475",,,,,,,Jul-95,,,,,,,,
Jun-95,"546,131",,,,,,,Jun-95,,,,,,,Jun-95,,,,,,,Jun-95,"403,182","218,972","184,210","6,853","23,368","45,271","14,768",Jun-95,"6,067","4,387","6,001","4,642","11,660","23,221","35,902",Jun-95,"142,949",,,,,,,Jun-95,,,,,,,,
May-95,"542,566",,,,,,,May-95,,,,,,,May-95,,,,,,,May-95,"402,756","222,062","180,694","6,662","23,334","41,938","15,605",May-95,"5,445","4,430","5,407","4,598","10,498","23,335","37,043",May-95,"139,811",,,,,,,May-95,,,,,,,,
Apr-95,"543,096",,,,,,,Apr-95,,,,,,,Apr-95,,,,,,,Apr-95,"405,745","225,488","180,257","5,730","22,713","43,956","15,059",Apr-95,"5,689","4,282","5,810","4,696","12,310","22,828","35,806",Apr-95,"137,352",,,,,,,Apr-95,,,,,,,,
Mar-95,"542,715",,,,,,,Mar-95,,,,,,,Mar-95,,,,,,,Mar-95,"406,957","228,013","178,944","7,460","23,160","45,652","14,850",Mar-95,"5,199","3,919","5,321","4,965","10,787","21,956","34,291",Mar-95,"135,758",,,,,,,Mar-95,,,,,,,,
Feb-95,"537,826",,,,,,,Feb-95,,,,,,,Feb-95,,,,,,,Feb-95,"407,720","234,257","173,462","5,760","22,902","42,926","15,110",Feb-95,"5,266","4,199","4,875","5,070","10,664","21,485","33,780",Feb-95,"130,106",,,,,,,Feb-95,,,,,,,,
Jan-95,"543,930",,,,,,,Jan-95,,,,,,,Jan-95,,,,,,,Jan-95,"410,972","241,184","169,788","5,443","22,953","40,850","15,233",Jan-95,"4,966","3,966","4,964","4,434","11,220","22,031","32,256",Jan-95,"132,958",,,,,,,Jan-95,,,,,,,,
Dec-94,"541,794",,,,,,,Dec-94,,,,,,,Dec-94,,,,,,,Dec-94,"406,665","241,395","165,270","5,209","20,529","41,658","15,028",Dec-94,"5,142","3,984","4,992","4,574","10,631","20,151","32,015",Dec-94,"135,129",,,,,,,Dec-94,,,,,,,,
Nov-94,"539,150",,,,,,,Nov-94,,,,,,,Nov-94,,,,,,,Nov-94,"408,104","239,857","168,246","5,071","21,808","41,729","15,090",Nov-94,"5,000","3,839","5,531","4,640","10,408","19,876","33,727",Nov-94,"131,047",,,,,,,Nov-94,,,,,,,,
Oct-94,"533,273",,,,,,,Oct-94,,,,,,,Oct-94,,,,,,,Oct-94,"397,963","234,905","163,059","4,540","20,620","42,544","14,801",Oct-94,"4,879","3,881","5,429","4,580","10,376","19,388","30,512",Oct-94,"135,310",,,,,,,Oct-94,,,,,,,,
Sep-94,"538,215",,,,,,,Sep-94,,,,,,,Sep-94,,,,,,,Sep-94,"406,085","242,619","163,466","4,505","21,267","42,745","14,909",Sep-94,"4,891","3,805","5,434","4,513","10,091","19,607","30,066",Sep-94,"132,130",,,,,,,Sep-94,,,,,,,,
Aug-94,"537,960",,,,,,,Aug-94,,,,,,,Aug-94,,,,,,,Aug-94,"404,755","243,134","161,620","4,308","20,662","41,197","15,679",Aug-94,"4,816","4,023","5,140","4,587","10,751","19,520","29,333",Aug-94,"133,205",,,,,,,Aug-94,,,,,,,,
Jul-94,"537,232",,,,,,,Jul-94,,,,,,,Jul-94,,,,,,,Jul-94,"403,695","245,463","158,233","3,848","19,258","40,985","15,481",Jul-94,"5,255","3,746","5,171","4,848","9,986","19,829","28,246",Jul-94,"133,537",,,,,,,Jul-94,,,,,,,,
Jun-94,"536,198",,,,,,,Jun-94,,,,,,,Jun-94,,,,,,,Jun-94,"404,473","244,032","160,441","4,717","19,980","40,175","16,725",Jun-94,"5,098","3,885","5,371","4,890","10,250","19,116","28,663",Jun-94,"131,725",,,,,,,Jun-94,,,,,,,,
May-94,"532,328",,,,,,,May-94,,,,,,,May-94,,,,,,,May-94,"406,337","244,056","162,280","5,382","20,810","38,842","16,120",May-94,"5,175","3,915","5,106","4,845","9,892","20,699","29,875",May-94,"125,991",,,,,,,May-94,,,,,,,,
Apr-94,"528,063",,,,,,,Apr-94,,,,,,,Apr-94,,,,,,,Apr-94,"404,397","244,746","159,650","5,564","20,387","38,641","15,959",Apr-94,"4,811","3,694","5,163","4,597","9,524","22,723","26,921",Apr-94,"123,666",,,,,,,Apr-94,,,,,,,,
Mar-94,"521,040",,,,,,,Mar-94,,,,,,,Mar-94,,,,,,,Mar-94,"395,098","235,150","159,948","4,806","22,331","36,630","16,059",Mar-94,"5,158","3,884","5,266","4,712","10,125","23,730","25,912",Mar-94,"125,942",,,,,,,Mar-94,,,,,,,,
Feb-94,"513,196",,,,,,,Feb-94,,,,,,,Feb-94,,,,,,,Feb-94,"388,623","236,577","152,047","4,178","18,977","32,801","14,062",Feb-94,"4,734","3,883","4,525","4,757","10,148","27,416","24,862",Feb-94,"124,573",,,,,,,Feb-94,,,,,,,,
Jan-94,"513,314",,,,,,,Jan-94,,,,,,,Jan-94,,,,,,,Jan-94,"386,847","238,612","148,235","3,750","18,322","33,787","15,492",Jan-94,"5,303","3,966","4,358","4,844","9,480","22,999","24,403",Jan-94,"126,467",,,,,,,Jan-94,,,,,,,,
Dec-93,"533,150",,,,,,,Dec-93,,,,,,,Dec-93,,,,,,,Dec-93,"395,253","235,648","159,605","3,836","20,643","37,758","15,827",Dec-93,"4,878","4,230","4,592","5,060","10,013","26,097","25,010",Dec-93,"137,897",,,,,,,Dec-93,,,,,,,,
Nov-93,"515,934",,,,,,,Nov-93,,,,,,,Nov-93,,,,,,,Nov-93,"383,509","227,235","156,274","4,902","19,360","38,306","15,667",Nov-93,"5,115","4,008","5,578","4,834","9,973","23,234","23,787",Nov-93,"132,425",,,,,,,Nov-93,,,,,,,,
Oct-93,"492,823",,,,,,,Oct-93,,,,,,,Oct-93,,,,,,,Oct-93,"366,218","214,778","151,440","4,824","19,427","35,782","15,580",Oct-93,"5,202","3,745","5,360","4,386","9,659","22,287","23,696",Oct-93,"126,606",,,,,,,Oct-93,,,,,,,,
Sep-93,"497,297",,,,,,,Sep-93,,,,,,,Sep-93,,,,,,,Sep-93,"365,314","214,446","150,868","5,524","19,106","35,550","15,500",Sep-93,"5,215","4,205","5,042","5,007","9,879","21,179","23,376",Sep-93,"131,983",,,,,,,Sep-93,,,,,,,,
Aug-93,"491,494",,,,,,,Aug-93,,,,,,,Aug-93,,,,,,,Aug-93,"361,455","212,238","149,217","4,978","19,082","34,214","15,935",Aug-93,"6,004","3,622","5,113","4,880","9,471","21,241","23,480",Aug-93,"130,039",,,,,,,Aug-93,,,,,,,,
Jul-93,"483,571",,,,,,,Jul-93,,,,,,,Jul-93,,,,,,,Jul-93,"354,273","208,760","145,513","4,740","18,683","32,032","15,343",Jul-93,"5,471","3,827","4,789","4,954","9,794","21,590","22,933",Jul-93,"129,298",,,,,,,Jul-93,,,,,,,,
Jun-93,"480,247",,,,,,,Jun-93,,,,,,,Jun-93,,,,,,,Jun-93,"351,035","203,175","147,860","5,508","19,699","33,906","15,104",Jun-93,"5,127","3,642","5,027","4,809","9,506","22,202","21,963",Jun-93,"129,212",,,,,,,Jun-93,,,,,,,,
May-93,"468,998",,,,,,,May-93,,,,,,,May-93,,,,,,,May-93,"347,364","198,835","148,529","5,660","18,807","34,271","14,287",May-93,"4,691","3,728","4,428","4,902","9,630","23,175","23,659",May-93,"121,634",,,,,,,May-93,,,,,,,,
Apr-93,"469,425",,,,,,,Apr-93,,,,,,,Apr-93,,,,,,,Apr-93,"342,517","198,296","144,221","3,734","20,953","32,686","14,005",Apr-93,"4,100","4,053","4,052","4,803","9,387","23,518","21,550",Apr-93,"126,908",,,,,,,Apr-93,,,,,,,,
Mar-93,"458,399",,,,,,,Mar-93,,,,,,,Mar-93,,,,,,,Mar-93,"338,627","190,185","148,442","4,586","20,809","33,061","14,014",Mar-93,"3,767","4,131","3,354","4,357","10,089","26,155","22,800",Mar-93,"119,772",,,,,,,Mar-93,,,,,,,,
Feb-93,"462,967",,,,,,,Feb-93,,,,,,,Feb-93,,,,,,,Feb-93,"343,724","194,689","149,035","3,425","21,804","32,406","13,840",Feb-93,"3,891","3,699","4,161","3,578","9,483","27,822","23,488",Feb-93,"119,243",,,,,,,Feb-93,,,,,,,,
Jan-93,"458,080",,,,,,,Jan-93,,,,,,,Jan-93,,,,,,,Jan-93,"344,175","194,150","150,025","3,359","22,366","31,715","14,059",Jan-93,"3,734","3,843","3,566","4,055","9,629","27,195","24,811",Jan-93,"113,906",,,,,,,Jan-93,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p Preliminary r Revised,,,,,,,,p Preliminary r Revised,,,,,,,p Preliminary r Revised,,,,,,,p Preliminary r Revised,,,,,,,,p Preliminary r Revised,,,,,,,,p Preliminary r Revised,,,,,,,,p Preliminary r Revised,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1Detailed types of construction not available prior to 2002.,,,,,,,,1Detailed types of construction not available prior to 2002.,,,,,,,1Detailed types of construction not available prior to 2002.,,,,,,,1Detailed types of construction not available prior to 2002.,,,,,,,,1Detailed types of construction not available prior to 2002.,,,,,,,,1Detailed types of construction not available prior to 2002.,,,,,,,,1Detailed types of construction not available prior to 2002.,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Includes the following categories of private construction not shown separately:,,,,,,,,2Includes the following categories of private construction not shown separately:,,,,,,,2Includes the following categories of private construction not shown separately:,,,,,,,2Includes the following categories of private construction not shown separately:,,,,,,,,2Includes the following categories of private construction not shown separately:,,,,,,,,2Includes the following categories of private construction not shown separately:,,,,,,,,2Includes the following categories of private construction not shown separately:,,,,,,,,
" public safety, highway and street, sewage and waste disposal, water supply, and conservation and development.",,,,,,,," public safety, highway and street, sewage and waste disposal, water supply, and conservation and development.",,,,,,," public safety, highway and street, sewage and waste disposal, water supply, and conservation and development.",,,,,,," public safety, highway and street, sewage and waste disposal, water supply, and conservation and development.",,,,,,,," public safety, highway and street, sewage and waste disposal, water supply, and conservation and development.",,,,,,,," public safety, highway and street, sewage and waste disposal, water supply, and conservation and development.",,,,,,,," public safety, highway and street, sewage and waste disposal, water supply, and conservation and development.",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Includes the following categories of public construction not shown separately:,,,,,,,,3Includes the following categories of public construction not shown separately:,,,,,,,3Includes the following categories of public construction not shown separately:,,,,,,,3Includes the following categories of public construction not shown separately:,,,,,,,,3Includes the following categories of public construction not shown separately:,,,,,,,,3Includes the following categories of public construction not shown separately:,,,,,,,,3Includes the following categories of public construction not shown separately:,,,,,,,,
